battery,item_id,func,split,layers,alpha,posmode,arm,seed,good_rank,bad_rank,argmax_tok,in_top5,is_top1,beats_bad,patch_norm,top5_ids,sel_source,sel_target
h17,fruit-07-output,,heldout,7-8-9,2.0,all,randdir_shared_source,0,42,9,8234,0,0,0,746.9694,8234 530 6029 25996 749, cherry, strawberry
h17,fruit-07-output,,heldout,7-8-9,2.0,all,randdir_shared_source,1,16,8,749,0,0,0,541.8994,749 530 8234 6029 691, cherry, strawberry
h17,fruit-07-output,,heldout,7-8-9,2.0,all,randdir_shared_pair,0,32,20,6029,0,0,0,1003.2618,6029 530 8234 25996 2266, cherry, strawberry
h17,fruit-07-output,,heldout,7-8-9,2.0,all,randdir_shared_pair,1,44,15,530,0,0,0,595.1089,530 749 8234 1266 2818, cherry, strawberry
h17,fruit-07-output,,heldout,7-8-9,2.0,all,randdir_by_token,0,58,18,8234,0,0,0,575.5089,8234 6029 749 530 1611, cherry, strawberry
h17,fruit-07-output,,heldout,7-8-9,2.0,all,randdir_by_token,1,299,104,749,0,0,0,796.7876,749 1266 691 5509 6029, cherry, strawberry
h17,fruit-07-output,,heldout,7-8-9,2.0,all,randdir_mirrored,0,36,31,717,0,0,0,681.7617,717 530 6029 749 366, cherry, grape
h17,fruit-07-output,,heldout,7-8-9,2.0,all,randdir_mirrored,1,299,104,749,0,0,0,796.7876,749 1266 691 5509 6029, cherry, strawberry
h17,fruit-08-lens,,tuning,7-8-9,2.0,all,lens,-1,1,48940,49364,1,1,1,637.4833,49364 845 1310 1402 1643, strawberry, mango
h17,fruit-08-lens,,tuning,7-8-9,2.0,all,randdir_shared_source,0,23,89,845,0,0,1,710.1246,845 1310 1643 6029 1402, strawberry, mango
h17,fruit-08-lens,,tuning,7-8-9,2.0,all,randdir_shared_source,1,170,14,845,0,0,0,1108.1178,845 8234 1643 22802 25996, strawberry, mango
h17,fruit-08-lens,,tuning,7-8-9,2.0,all,randdir_shared_pair,0,100,31,1643,0,0,0,998.4364,1643 845 1310 1402 1178, strawberry, mango
h17,fruit-08-lens,,tuning,7-8-9,2.0,all,randdir_shared_pair,1,55,8,845,0,0,0,438.2525,845 1310 1643 1402 6029, strawberry, mango
h17,fruit-08-lens,,tuning,7-8-9,2.0,all,randdir_by_token,0,213,10,1643,0,0,0,369.8102,1643 1310 845 6029 1402, strawberry, mango
h17,fruit-08-lens,,tuning,7-8-9,2.0,all,randdir_by_token,1,51,38,1310,0,0,0,969.5557,1310 845 1107 922 3621, strawberry, mango
h17,fruit-08-lens,,tuning,7-8-9,2.0,all,randdir_mirrored,0,77,153,845,0,0,1,864.2481,845 1263 3621 1657 1310, grape, banana
h17,fruit-08-lens,,tuning,7-8-9,2.0,all,randdir_mirrored,1,894,10,1310,0,0,0,444.2113,1310 845 6029 1402 3621, strawberry, apple
h17,fruit-08-output,,tuning,7-8-9,2.0,all,lens,-1,1,48940,49364,1,1,1,637.4833,49364 845 1310 1402 1643, strawberry, mango
h17,fruit-08-output,,tuning,7-8-9,2.0,all,randdir_shared_source,0,65,7,1643,0,0,0,203.7975,1643 1310 845 1402 6029, strawberry, mango
h17,fruit-08-output,,tuning,7-8-9,2.0,all,randdir_shared_source,1,39,6,845,0,0,0,245.8785,845 6029 1310 1643 3621, strawberry, mango
h17,fruit-08-output,,tuning,7-8-9,2.0,all,randdir_shared_pair,0,100,31,1643,0,0,0,998.4364,1643 845 1310 1402 1178, strawberry, mango
h17,fruit-08-output,,tuning,7-8-9,2.0,all,randdir_shared_pair,1,55,8,845,0,0,0,438.2525,845 1310 1643 1402 6029, strawberry, mango
h17,fruit-08-output,,tuning,7-8-9,2.0,all,randdir_by_token,0,213,10,1643,0,0,0,369.8102,1643 1310 845 6029 1402, strawberry, mango
h17,fruit-08-output,,tuning,7-8-9,2.0,all,randdir_by_token,1,51,38,1310,0,0,0,969.5557,1310 845 1107 922 3621, strawberry, mango
h17,fruit-08-output,,tuning,7-8-9,2.0,all,randdir_mirrored,0,154,762,6087,0,0,1,1391.8265,6087 1178 845 3155 922, strawberry, grape
h17,fruit-08-output,,tuning,7-8-9,2.0,all,randdir_mirrored,1,894,10,1310,0,0,0,444.2113,1310 845 6029 1402 3621, strawberry, apple
h17,fruit-09-lens,,heldout,7-8-9,2.0,all,lens,-1,1,50084,30777,1,1,1,2076.0396,30777 36656 8237 262 48315, strawberry, grape
h17,fruit-09-lens,,heldout,7-8-9,2.0,all,randdir_shared_source,0,143,44,262,0,0,0,743.5154,262 257 607 428 6029, strawberry, grape
h17,fruit-09-lens,,heldout,7-8-9,2.0,all,randdir_shared_source,1,42,7,262,0,0,0,1100.134,262 257 46593 616 36973, strawberry, grape
h17,fruit-09-lens,,heldout,7-8-9,2.0,all,randdir_shared_pair,0,35,3,262,0,0,0,557.8867,262 257 41236 428 49364, strawberry, grape
h17,fruit-09-lens,,heldout,7-8-9,2.0,all,randdir_shared_pair,1,112,4,262,0,0,0,582.2045,262 257 6029 41236 616, strawberry, grape
h17,fruit-09-lens,,heldout,7-8-9,2.0,all,randdir_by_token,0,945,921,262,0,0,0,1389.3053,262 257 465 1737 281, strawberry, grape
h17,fruit-09-lens,,heldout,7-8-9,2.0,all,randdir_by_token,1,39,53,262,0,0,1,1176.2007,262 257 35484 428 783, strawberry, grape
h17,fruit-09-lens,,heldout,7-8-9,2.0,all,randdir_mirrored,0,89,189,262,0,0,1,861.8247,262 257 479 616 284, grape, banana
h17,fruit-09-lens,,heldout,7-8-9,2.0,all,randdir_mirrored,1,969,61,257,0,0,0,843.3791,257 262 1444 523 783, cherry, apple
h17,fruit-09-output,,heldout,7-8-9,2.0,all,lens,-1,1,50084,30777,1,1,1,2076.0396,30777 36656 8237 262 48315, strawberry, grape
h17,fruit-09-output,,heldout,7-8-9,2.0,all,randdir_shared_source,0,56,4,262,0,0,0,548.9517,262 257 616 41236 607, strawberry, grape
h17,fruit-09-output,,heldout,7-8-9,2.0,all,randdir_shared_source,1,53,3,262,0,0,0,267.763,262 257 41236 6029 45540, strawberry, grape
h17,fruit-09-output,,heldout,7-8-9,2.0,all,randdir_shared_pair,0,35,3,262,0,0,0,557.8867,262 257 41236 428 49364, strawberry, grape
h17,fruit-09-output,,heldout,7-8-9,2.0,all,randdir_shared_pair,1,112,4,262,0,0,0,582.2045,262 257 6029 41236 616, strawberry, grape
h17,fruit-09-output,,heldout,7-8-9,2.0,all,randdir_by_token,0,945,921,262,0,0,0,1389.3053,262 257 465 1737 281, strawberry, grape
h17,fruit-09-output,,heldout,7-8-9,2.0,all,randdir_by_token,1,39,53,262,0,0,1,1176.2007,262 257 35484 428 783, strawberry, grape
h17,fruit-09-output,,heldout,7-8-9,2.0,all,randdir_mirrored,0,945,921,262,0,0,0,1389.3053,262 257 465 1737 281, strawberry, grape
h17,fruit-09-output,,heldout,7-8-9,2.0,all,randdir_mirrored,1,194,15,262,0,0,0,794.3106,262 257 465 1444 45540, strawberry, cherry
h17,colour-00-lens,,tuning,7-8-9,2.0,all,lens,-1,12856,1,14032,0,0,0,361.3015,14032 4171 17265 262 4753, purple, yellow
h17,colour-00-lens,,tuning,7-8-9,2.0,all,randdir_shared_source,0,17,7,262,0,0,0,473.1406,262 4171 2042 257 2330, purple, yellow
h17,colour-00-lens,,tuning,7-8-9,2.0,all,randdir_shared_source,1,29,60,262,0,0,1,990.83,262 3221 2192 257 2330, purple, yellow
h17,colour-00-lens,,tuning,7-8-9,2.0,all,randdir_shared_pair,0,13,15,262,0,0,1,723.8184,262 2042 4171 4077 257, purple, yellow
h17,colour-00-lens,,tuning,7-8-9,2.0,all,randdir_shared_pair,1,203,237,262,0,0,1,856.8748,262 257 616 428 674, purple, yellow
h17,colour-00-lens,,tuning,7-8-9,2.0,all,randdir_by_token,0,154,8,262,0,0,0,664.2628,262 257 1849 4171 287, purple, yellow
h17,colour-00-lens,,tuning,7-8-9,2.0,all,randdir_by_token,1,13,6,262,0,0,0,1038.8499,262 2042 4171 2266 257, purple, yellow
h17,colour-00-lens,,tuning,7-8-9,2.0,all,randdir_mirrored,0,154,8,262,0,0,0,664.2628,262 257 1849 4171 287, purple, yellow
h17,colour-00-lens,,tuning,7-8-9,2.0,all,randdir_mirrored,1,900,20,262,0,0,0,546.4192,262 2266 2042 257 4171, purple, gray
h17,colour-00-output,,tuning,7-8-9,2.0,all,lens,-1,1,27741,7872,1,1,1,979.1061,7872 10912 262 11398 9568, blue, yellow
h17,colour-00-output,,tuning,7-8-9,2.0,all,randdir_shared_source,0,85,4,262,0,0,0,994.9575,262 257 616 4171 2266, blue, yellow
h17,colour-00-output,,tuning,7-8-9,2.0,all,randdir_shared_source,1,32,3,262,0,0,0,766.831,262 257 4171 616 2330, blue, yellow
h17,colour-00-output,,tuning,7-8-9,2.0,all,randdir_shared_pair,0,16,3,262,0,0,0,782.9064,262 2266 4171 616 257, blue, yellow
h17,colour-00-output,,tuning,7-8-9,2.0,all,randdir_shared_pair,1,18,2,262,0,0,0,397.3173,262 4171 2042 257 2330, blue, yellow
h17,colour-00-output,,tuning,7-8-9,2.0,all,randdir_by_token,0,79,2,262,0,0,0,920.3312,262 4171 257 2042 616, blue, yellow
h17,colour-00-output,,tuning,7-8-9,2.0,all,randdir_by_token,1,24,5,2042,0,0,0,906.9,2042 262 257 2619 4171, blue, yellow
h17,colour-00-output,,tuning,7-8-9,2.0,all,randdir_mirrored,0,79,2,262,0,0,0,920.3312,262 4171 257 2042 616, blue, yellow
h17,colour-00-output,,tuning,7-8-9,2.0,all,randdir_mirrored,1,535,4,262,0,0,0,579.5055,262 257 2042 4171 2266, blue, gray
h17,colour-01-lens,,heldout,7-8-9,2.0,all,lens,-1,2522,1,14032,0,0,0,287.9151,14032 4171 262 4753 257, purple, yellow
h17,colour-01-lens,,heldout,7-8-9,2.0,all,randdir_shared_source,0,38,17,2042,0,0,0,595.6839,2042 262 257 2266 616, purple, yellow
h17,colour-01-lens,,heldout,7-8-9,2.0,all,randdir_shared_source,1,48,45,10912,0,0,0,1195.1702,10912 262 257 366 407, purple, yellow
h17,colour-01-lens,,heldout,7-8-9,2.0,all,randdir_shared_pair,0,16,13,262,0,0,0,723.5455,262 2042 4171 257 4077, purple, yellow
h17,colour-01-lens,,heldout,7-8-9,2.0,all,randdir_shared_pair,1,193,167,262,0,0,0,857.4623,262 257 616 428 530, purple, yellow
h17,colour-01-lens,,heldout,7-8-9,2.0,all,randdir_by_token,0,123,4,262,0,0,0,664.0987,262 257 4171 14032 644, purple, yellow
h17,colour-01-lens,,heldout,7-8-9,2.0,all,randdir_by_token,1,16,6,262,0,0,0,1039.028,262 2042 2266 4171 257, purple, yellow
h17,colour-01-lens,,heldout,7-8-9,2.0,all,randdir_mirrored,0,123,4,262,0,0,0,664.0987,262 257 4171 14032 644, purple, yellow
h17,colour-01-lens,,heldout,7-8-9,2.0,all,randdir_mirrored,1,248,17,262,0,0,0,546.7424,262 2266 616 257 2042, purple, gray
h17,colour-01-output,,heldout,7-8-9,2.0,all,lens,-1,1,28817,7872,1,1,1,981.1199,7872 10912 262 11398 523, blue, yellow
h17,colour-01-output,,heldout,7-8-9,2.0,all,randdir_shared_source,0,14,4,262,0,0,0,397.8553,262 616 11398 4171 2266, blue, yellow
h17,colour-01-output,,heldout,7-8-9,2.0,all,randdir_shared_source,1,12,2,262,0,0,0,328.6511,262 4171 11398 2266 10912, blue, yellow
h17,colour-01-output,,heldout,7-8-9,2.0,all,randdir_shared_pair,0,18,4,262,0,0,0,782.2538,262 616 2266 4171 257, blue, yellow
h17,colour-01-output,,heldout,7-8-9,2.0,all,randdir_shared_pair,1,16,2,262,0,0,0,397.5365,262 4171 257 428 616, blue, yellow
h17,colour-01-output,,heldout,7-8-9,2.0,all,randdir_by_token,0,71,2,262,0,0,0,920.5556,262 4171 257 616 2042, blue, yellow
h17,colour-01-output,,heldout,7-8-9,2.0,all,randdir_by_token,1,31,4,2042,0,0,0,908.0624,2042 257 262 4171 2266, blue, yellow
h17,colour-01-output,,heldout,7-8-9,2.0,all,randdir_mirrored,0,71,2,262,0,0,0,920.5556,262 4171 257 616 2042, blue, yellow
h17,colour-01-output,,heldout,7-8-9,2.0,all,randdir_mirrored,1,153,3,262,0,0,0,580.1936,262 257 4171 2042 2266, blue, gray
h17,colour-02-lens,,tuning,7-8-9,2.0,all,lens,-1,1,2439,11398,1,1,1,1594.7606,11398 262 2266 257 14657, purple, pink
h17,colour-02-lens,,tuning,7-8-9,2.0,all,randdir_shared_source,0,10,7,262,0,0,0,262.0962,262 257 4171 4077 2266, purple, pink
h17,colour-02-lens,,tuning,7-8-9,2.0,all,randdir_shared_source,1,30,175,262,0,0,1,1135.5895,262 407 2330 991 257, purple, pink
h17,colour-02-lens,,tuning,7-8-9,2.0,all,randdir_shared_pair,0,11,16,262,0,0,1,776.2863,262 257 616 10912 4171, purple, pink
h17,colour-02-lens,,tuning,7-8-9,2.0,all,randdir_shared_pair,1,76,59,262,0,0,0,718.0464,262 257 2266 4171 407, purple, pink
h17,colour-02-lens,,tuning,7-8-9,2.0,all,randdir_by_token,0,125,23,262,0,0,0,863.5164,262 4171 257 2042 4077, purple, pink
h17,colour-02-lens,,tuning,7-8-9,2.0,all,randdir_by_token,1,17,8,262,0,0,0,177.7025,262 4171 4077 257 2042, purple, pink
h17,colour-02-lens,,tuning,7-8-9,2.0,all,randdir_mirrored,0,129,14,262,0,0,0,668.3467,262 257 644 287 663, purple, yellow
h17,colour-02-lens,,tuning,7-8-9,2.0,all,randdir_mirrored,1,46,290,262,0,0,1,958.6011,262 257 4171 2266 616, gray, yellow
h17,colour-02-output,,tuning,7-8-9,2.0,all,lens,-1,1,34655,11398,1,1,1,1580.0934,11398 14657 41429 673 523, blue, pink
h17,colour-02-output,,tuning,7-8-9,2.0,all,randdir_shared_source,0,6,2,262,0,0,0,352.3338,262 4171 2266 257 2042, blue, pink
h17,colour-02-output,,tuning,7-8-9,2.0,all,randdir_shared_source,1,8,2,262,0,0,0,998.9783,262 4171 3223 616 257, blue, pink
h17,colour-02-output,,tuning,7-8-9,2.0,all,randdir_shared_pair,0,18,9,2266,0,0,0,1005.598,2266 10912 262 7872 4077, blue, pink
h17,colour-02-output,,tuning,7-8-9,2.0,all,randdir_shared_pair,1,3,2,262,1,0,0,642.2029,262 4171 11398 257 2330, blue, pink
h17,colour-02-output,,tuning,7-8-9,2.0,all,randdir_by_token,0,21,6,262,0,0,0,296.9323,262 2042 257 2266 2330, blue, pink
h17,colour-02-output,,tuning,7-8-9,2.0,all,randdir_by_token,1,16,3,262,0,0,0,181.4376,262 257 4171 2042 4077, blue, pink
h17,colour-02-output,,tuning,7-8-9,2.0,all,randdir_mirrored,0,61,2,262,0,0,0,920.6993,262 4171 4077 257 616, blue, yellow
h17,colour-02-output,,tuning,7-8-9,2.0,all,randdir_mirrored,1,370,2,262,0,0,0,577.8618,262 4171 257 2042 2266, blue, gray
h17,colour-03-lens,,heldout,7-8-9,2.0,all,lens,-1,14,2998,314,0,0,1,1749.3739,314 3469 317 3594 383, brown, purple
h17,colour-03-lens,,heldout,7-8-9,2.0,all,randdir_shared_source,0,1929,935,314,0,0,0,1137.963,314 2635 383 632 317, brown, purple
h17,colour-03-lens,,heldout,7-8-9,2.0,all,randdir_shared_source,1,2199,943,314,0,0,0,641.9929,314 317 2011 383 2619, brown, purple
h17,colour-03-lens,,heldout,7-8-9,2.0,all,randdir_shared_pair,0,3138,2283,314,0,0,0,207.0304,314 383 317 632 2011, brown, purple
h17,colour-03-lens,,heldout,7-8-9,2.0,all,randdir_shared_pair,1,3499,1621,314,0,0,0,486.1079,314 383 317 632 770, brown, purple
h17,colour-03-lens,,heldout,7-8-9,2.0,all,randdir_by_token,0,6163,5570,314,0,0,0,673.3766,314 317 383 2011 632, brown, purple
h17,colour-03-lens,,heldout,7-8-9,2.0,all,randdir_by_token,1,2056,2200,314,0,0,1,865.6462,314 383 317 632 921, brown, purple
h17,colour-03-lens,,heldout,7-8-9,2.0,all,randdir_mirrored,0,461,1749,314,0,0,1,922.1991,314 383 2619 632 2011, yellow, blue
h17,colour-03-lens,,heldout,7-8-9,2.0,all,randdir_mirrored,1,6105,9206,314,0,0,1,865.7673,314 383 632 317 2011, silver, gray
h17,colour-03-output,,heldout,7-8-9,2.0,all,lens,-1,1,44581,7586,1,1,1,2994.2881,7586 4373 921 2011 33282, black, brown
h17,colour-03-output,,heldout,7-8-9,2.0,all,randdir_shared_source,0,1482,385,314,0,0,0,1202.0809,314 2011 317 383 632, black, brown
h17,colour-03-output,,heldout,7-8-9,2.0,all,randdir_shared_source,1,3228,2283,314,0,0,0,1205.4115,314 632 2011 383 3894, black, brown
h17,colour-03-output,,heldout,7-8-9,2.0,all,randdir_shared_pair,0,423,152,314,0,0,0,945.9222,314 383 921 317 632, black, brown
h17,colour-03-output,,heldout,7-8-9,2.0,all,randdir_shared_pair,1,1149,464,314,0,0,0,632.4611,314 383 317 2011 13980, black, brown
h17,colour-03-output,,heldout,7-8-9,2.0,all,randdir_by_token,0,1569,763,314,0,0,0,761.1624,314 317 383 2011 1002, black, brown
h17,colour-03-output,,heldout,7-8-9,2.0,all,randdir_by_token,1,766,401,314,0,0,0,403.3087,314 383 632 317 2011, black, brown
h17,colour-03-output,,heldout,7-8-9,2.0,all,randdir_mirrored,0,1191,328,314,0,0,0,647.8478,314 2619 383 317 921, black, yellow
h17,colour-03-output,,heldout,7-8-9,2.0,all,randdir_mirrored,1,6971,387,314,0,0,0,632.507,314 383 632 921 317, black, silver
h17,colour-04-lens,,tuning,7-8-9,2.0,all,lens,-1,7062,1,14032,0,0,0,381.645,14032 4171 17265 2266 2042, purple, yellow
h17,colour-04-lens,,tuning,7-8-9,2.0,all,randdir_shared_source,0,11,10,2266,0,0,0,401.02,2266 4171 2042 262 11398, purple, yellow
h17,colour-04-lens,,tuning,7-8-9,2.0,all,randdir_shared_source,1,21,32,262,0,0,1,592.9251,262 2266 257 10912 4077, purple, yellow
h17,colour-04-lens,,tuning,7-8-9,2.0,all,randdir_shared_pair,0,11,13,2042,0,0,1,723.4855,2042 4171 4077 2266 10912, purple, yellow
h17,colour-04-lens,,tuning,7-8-9,2.0,all,randdir_shared_pair,1,126,146,262,0,0,1,856.8519,262 257 674 511 530, purple, yellow
h17,colour-04-lens,,tuning,7-8-9,2.0,all,randdir_by_token,0,75,6,262,0,0,0,663.025,262 257 4171 2266 705, purple, yellow
h17,colour-04-lens,,tuning,7-8-9,2.0,all,randdir_by_token,1,11,4,2266,0,0,0,1038.6576,2266 2042 4171 14032 4077, purple, yellow
h17,colour-04-lens,,tuning,7-8-9,2.0,all,randdir_mirrored,0,75,6,262,0,0,0,663.025,262 257 4171 2266 705, purple, yellow
h17,colour-04-lens,,tuning,7-8-9,2.0,all,randdir_mirrored,1,653,13,2266,0,0,0,547.1471,2266 262 4171 2042 257, purple, gray
h17,colour-04-output,,tuning,7-8-9,2.0,all,lens,-1,1,15961,7872,1,1,1,953.986,7872 10912 11398 257 607, blue, yellow
h17,colour-04-output,,tuning,7-8-9,2.0,all,randdir_shared_source,0,103,5,2266,0,0,0,1662.0354,2266 2042 262 257 4171, blue, yellow
h17,colour-04-output,,tuning,7-8-9,2.0,all,randdir_shared_source,1,12,1,4171,0,0,0,275.6397,4171 11398 2266 257 2042, blue, yellow
h17,colour-04-output,,tuning,7-8-9,2.0,all,randdir_shared_pair,0,12,2,2266,0,0,0,782.2354,2266 4171 11398 4077 10912, blue, yellow
h17,colour-04-output,,tuning,7-8-9,2.0,all,randdir_shared_pair,1,13,1,4171,0,0,0,396.8915,4171 262 2042 257 2266, blue, yellow
h17,colour-04-output,,tuning,7-8-9,2.0,all,randdir_by_token,0,45,1,4171,0,0,0,919.8458,4171 257 4077 2042 262, blue, yellow
h17,colour-04-output,,tuning,7-8-9,2.0,all,randdir_by_token,1,16,2,2042,0,0,0,907.8663,2042 4171 2266 257 2330, blue, yellow
h17,colour-04-output,,tuning,7-8-9,2.0,all,randdir_mirrored,0,45,1,4171,0,0,0,919.8458,4171 257 4077 2042 262, blue, yellow
h17,colour-04-output,,tuning,7-8-9,2.0,all,randdir_mirrored,1,442,1,4171,0,0,0,580.0632,4171 2042 2266 257 262, blue, gray
h17,colour-05-lens,,heldout,7-8-9,2.0,all,lens,-1,6244,1,14032,0,0,0,326.8896,14032 4171 17265 2266 2042, purple, yellow
h17,colour-05-lens,,heldout,7-8-9,2.0,all,randdir_shared_source,0,28,31,257,0,0,1,787.0209,257 262 2042 4171 2266, purple, yellow
h17,colour-05-lens,,heldout,7-8-9,2.0,all,randdir_shared_source,1,11,10,10912,0,0,0,559.3464,10912 366 4171 2266 2330, purple, yellow
h17,colour-05-lens,,heldout,7-8-9,2.0,all,randdir_shared_pair,0,11,13,2042,0,0,1,722.9311,2042 4077 4171 257 2266, purple, yellow
h17,colour-05-lens,,heldout,7-8-9,2.0,all,randdir_shared_pair,1,96,93,262,0,0,0,858.936,262 257 674 530 511, purple, yellow
h17,colour-05-lens,,heldout,7-8-9,2.0,all,randdir_by_token,0,51,5,262,0,0,0,663.9698,262 4171 257 2266 14032, purple, yellow
h17,colour-05-lens,,heldout,7-8-9,2.0,all,randdir_by_token,1,12,4,2266,0,0,0,1038.7388,2266 4171 2042 14032 257, purple, yellow
h17,colour-05-lens,,heldout,7-8-9,2.0,all,randdir_mirrored,0,51,5,262,0,0,0,663.9698,262 4171 257 2266 14032, purple, yellow
h17,colour-05-lens,,heldout,7-8-9,2.0,all,randdir_mirrored,1,15,6,4171,0,0,0,859.1285,4171 262 2266 4077 257, black, gray
h17,colour-05-output,,heldout,7-8-9,2.0,all,lens,-1,1,21919,7872,1,1,1,967.731,7872 10912 2330 11398 262, blue, yellow
h17,colour-05-output,,heldout,7-8-9,2.0,all,randdir_shared_source,0,12,2,2266,0,0,0,437.5248,2266 4171 2042 2330 4077, blue, yellow
h17,colour-05-output,,heldout,7-8-9,2.0,all,randdir_shared_source,1,16,6,262,0,0,0,784.8474,262 465 257 2266 2330, blue, yellow
h17,colour-05-output,,heldout,7-8-9,2.0,all,randdir_shared_pair,0,13,2,2266,0,0,0,780.6412,2266 4171 2330 4077 257, blue, yellow
h17,colour-05-output,,heldout,7-8-9,2.0,all,randdir_shared_pair,1,12,1,4171,0,0,0,397.0074,4171 262 257 2042 2266, blue, yellow
h17,colour-05-output,,heldout,7-8-9,2.0,all,randdir_by_token,0,34,1,4171,0,0,0,920.3156,4171 4077 257 2042 262, blue, yellow
h17,colour-05-output,,heldout,7-8-9,2.0,all,randdir_by_token,1,17,3,2042,0,0,0,908.6724,2042 257 4171 2266 14032, blue, yellow
h17,colour-05-output,,heldout,7-8-9,2.0,all,randdir_mirrored,0,34,1,4171,0,0,0,920.3156,4171 4077 257 2042 262, blue, yellow
h17,colour-05-output,,heldout,7-8-9,2.0,all,randdir_mirrored,1,51,1,4171,0,0,0,579.1072,4171 2266 2042 257 2330, blue, gray
h17,colour-06-lens,,tuning,7-8-9,2.0,all,lens,-1,13,18,2266,0,0,1,1187.2797,2266 4171 4077 11 290, orange, purple
h17,colour-06-lens,,tuning,7-8-9,2.0,all,randdir_shared_source,0,11,7,11,0,0,0,737.3462,11 2266 290 1657 4171, orange, purple
h17,colour-06-lens,,tuning,7-8-9,2.0,all,randdir_shared_source,1,13,14,2266,0,0,1,771.282,2266 4171 11398 11 4077, orange, purple
h17,colour-06-lens,,tuning,7-8-9,2.0,all,randdir_shared_pair,0,6,5,4171,0,0,0,666.0264,4171 2266 11 11398 10912, orange, purple
h17,colour-06-lens,,tuning,7-8-9,2.0,all,randdir_shared_pair,1,9,5,2266,0,0,0,462.0529,2266 4171 11398 7872 10912, orange, purple
h17,colour-06-lens,,tuning,7-8-9,2.0,all,randdir_by_token,0,11,16,2266,0,0,1,459.5941,2266 11 4171 290 11398, orange, purple
h17,colour-06-lens,,tuning,7-8-9,2.0,all,randdir_by_token,1,11,4,2266,0,0,0,565.8522,2266 4171 7872 10912 11, orange, purple
h17,colour-06-lens,,tuning,7-8-9,2.0,all,randdir_mirrored,0,23,5,2266,0,0,0,678.8857,2266 11 11398 4171 14032, purple, black
h17,colour-06-lens,,tuning,7-8-9,2.0,all,randdir_mirrored,1,31,21,2266,0,0,0,860.8949,2266 4171 11398 11 4077, gray, silver
h17,colour-06-output,,tuning,7-8-9,2.0,all,lens,-1,1,4660,14032,1,1,1,993.8661,14032 11398 290 3931 3124, red, purple
h17,colour-06-output,,tuning,7-8-9,2.0,all,randdir_shared_source,0,41,1,2266,0,0,0,1137.4177,2266 11 4171 2330 290, red, purple
h17,colour-06-output,,tuning,7-8-9,2.0,all,randdir_shared_source,1,11,1,2266,0,0,0,422.2225,2266 4171 10912 11398 4077, red, purple
h17,colour-06-output,,tuning,7-8-9,2.0,all,randdir_shared_pair,0,12,2,4171,0,0,0,730.4808,4171 2266 11398 7872 2330, red, purple
h17,colour-06-output,,tuning,7-8-9,2.0,all,randdir_shared_pair,1,22,1,2266,0,0,0,1058.1752,2266 4171 4077 11 290, red, purple
h17,colour-06-output,,tuning,7-8-9,2.0,all,randdir_by_token,0,15,1,2266,0,0,0,478.169,2266 4171 11 290 4077, red, purple
h17,colour-06-output,,tuning,7-8-9,2.0,all,randdir_by_token,1,12,1,2266,0,0,0,317.9722,2266 4171 11 4077 11398, red, purple
h17,colour-06-output,,tuning,7-8-9,2.0,all,randdir_mirrored,0,15,1,2266,0,0,0,478.169,2266 4171 11 290 4077, red, purple
h17,colour-06-output,,tuning,7-8-9,2.0,all,randdir_mirrored,1,20,1,2266,0,0,0,371.0718,2266 4171 11398 11 7872, red, gray
h17,colour-07-lens,,heldout,7-8-9,2.0,all,lens,-1,1370,435,257,0,0,0,237.8899,257 9909 262 1043 407, silver, pink
h17,colour-07-lens,,heldout,7-8-9,2.0,all,randdir_shared_source,0,1013,666,257,0,0,0,517.9307,257 262 9909 1043 407, silver, pink
h17,colour-07-lens,,heldout,7-8-9,2.0,all,randdir_shared_source,1,626,1098,257,0,0,1,508.0723,257 262 973 407 530, silver, pink
h17,colour-07-lens,,heldout,7-8-9,2.0,all,randdir_shared_pair,0,836,609,257,0,0,0,310.3393,257 9909 262 530 407, silver, pink
h17,colour-07-lens,,heldout,7-8-9,2.0,all,randdir_shared_pair,1,5442,2405,257,0,0,0,1269.9137,257 262 281 973 407, silver, pink
h17,colour-07-lens,,heldout,7-8-9,2.0,all,randdir_by_token,0,2745,1525,257,0,0,0,775.4993,257 2861 546 9909 7986, silver, pink
h17,colour-07-lens,,heldout,7-8-9,2.0,all,randdir_by_token,1,559,655,257,0,0,1,929.7517,257 407 925 287 635, silver, pink
h17,colour-07-lens,,heldout,7-8-9,2.0,all,randdir_mirrored,0,692,1797,257,0,0,1,662.3604,257 9909 262 287 1043, yellow, purple
h17,colour-07-lens,,heldout,7-8-9,2.0,all,randdir_mirrored,1,1201,1656,257,0,0,1,911.4191,257 287 262 1043 973, silver, purple
h17,colour-07-output,,heldout,7-8-9,2.0,all,lens,-1,1,48921,8465,1,1,1,2868.8347,8465 7698 3869 2702 14119, black, silver
h17,colour-07-output,,heldout,7-8-9,2.0,all,randdir_shared_source,0,1520,81,257,0,0,0,1176.8818,257 262 407 9909 287, black, silver
h17,colour-07-output,,heldout,7-8-9,2.0,all,randdir_shared_source,1,3806,639,407,0,0,0,961.079,407 257 287 262 477, black, silver
h17,colour-07-output,,heldout,7-8-9,2.0,all,randdir_shared_pair,0,180,391,257,0,0,1,938.5312,257 1043 262 407 281, black, silver
h17,colour-07-output,,heldout,7-8-9,2.0,all,randdir_shared_pair,1,1133,127,257,0,0,0,954.645,257 262 287 6572 530, black, silver
